index,text,label,platform,processed_text
8054,,0.0,TikTok,
8055,áa,0.0,TikTok,áa
8056,trung bây,0.0,TikTok,trung bây
8057,cay tao hào tao dũng chiến_đấu giành đất tiếc giành độc_lập,0.0,TikTok,cay tao hào tao dũng chiến_đấu giành đất tiếc giành độc_lập
8058,parky cay_cú lắm,1.0,TikTok,parky cay_cú lắm
8059,bọn cali chửi hồ không được bẩn đổi phân_biệt vùng miền,1.0,TikTok,bọn cali chửi hồ không được bẩn đổi phân_biệt vùng miền
8060,không lửa khói tui ghét mấy quảng_cáo yt không phân_biệt đừng người ta ghét,1.0,TikTok,không lửa khói tui ghét mấy quảng_cáo yt không phân_biệt đừng người ta ghét
8061,parky giãy dòng,1.0,TikTok,parky giãy dòng
8062,trao lưu thành chống_phá anh_em việt_nam không mấy thành phân_biệt vầy,0.0,TikTok,trao lưu thành chống_phá anh_em việt_nam không mấy thành phân_biệt vầy
8063,kệ mấy thằng nam đi đấy lũ_lụt cay,0.0,TikTok,kệ mấy thằng nam đi đấy lũ_lụt cay
8064,tôi miền nam miền nam miền bắc chán anh_em haiz chán giới trẻ quáa,0.0,TikTok,tôi miền nam miền nam miền bắc chán anh_em haiz chán giới trẻ quáa
8065,nhắc parky ta ta hy_sinh_thống đất bây bọn vô_học,0.0,TikTok,nhắc parky ta ta hy_sinh_thống đất bây bọn vô_học
8066,mấy thành chống_phá tp tư_tưởng như thế_này bắt được đem đi sạch,0.0,TikTok,mấy thành chống_phá tp tư_tưởng như thế_này bắt được đem đi sạch
8067,hào người parky,0.0,TikTok,hào người parky
8068,quan buồn,0.0,TikTok,quan buồn
8069,,0.0,TikTok,
8070,parky,1.0,TikTok,parky
8071,mày không namky,1.0,TikTok,mày không namky
8072,parky,1.0,TikTok,parky
8073,tôm,0.0,TikTok,tôm
8074,mấy miền nam với miền trung ns đi mấy ns ích gì,0.0,TikTok,mấy miền nam với miền trung ns đi mấy ns ích gì
8075,ơn người video biết,0.0,TikTok,ơn người video biết
8076,hào dân namky thua gì lũ sucvatky bạn chặn cno đi đừng rep rồi thằng,1.0,TikTok,hào dân namky thua gì lũ sucvatky bạn chặn cno đi đừng rep rồi thằng
8077,parky,1.0,TikTok,parky
8079,parky,1.0,TikTok,parky
8080,phân_biệt miền công_sức hồ,0.0,TikTok,phân_biệt miền công_sức hồ
8081,vậy mấy đứa parky phản hồ,0.0,TikTok,vậy mấy đứa parky phản hồ
8082,parky,1.0,TikTok,parky
8083,lắm trai video,0.0,TikTok,lắm trai video
8084,pảky,1.0,TikTok,pảky
8085,parky tiếng,1.0,TikTok,parky tiếng
8086,kid parky,0.0,TikTok,kid parky
8087,người đừng phân_biệt miền,0.0,TikTok,người đừng phân_biệt miền
8088,bắc trung nam việt_nam mong đoàn_kết,2.0,TikTok,bắc trung nam việt_nam mong đoàn_kết
8089,hồ giàu ph đại_đoàn_kết dân_tộc kẻ chia_rẽ phân_biệt miền không xứng dân việt,0.0,TikTok,hồ giàu ph đại_đoàn_kết dân_tộc kẻ chia_rẽ phân_biệt miền không xứng dân việt
8090,parky cay,1.0,TikTok,parky cay
8091,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,0.0,TikTok,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công
8092,parky,1.0,TikTok,parky
8094,không học cali phân_biệt vùng miền,1.0,TikTok,không học cali phân_biệt vùng miền
8095,nam bắc,2.0,TikTok,nam bắc
8096,parky tiếng việt nghĩa,0.0,TikTok,parky tiếng việt nghĩa
8097,ph thằng vũ thức,0.0,TikTok,ph thằng vũ thức
8098,cay bọn pháp mỹ hậu_hoạ bọn hào chát hài,0.0,TikTok,cay bọn pháp mỹ hậu_hoạ bọn hào chát hài
8099,tưởng dân_cư tui tayky,0.0,TikTok,tưởng dân_cư tui tayky
8100,mạng khịa vậy chx đoàn_kết việt_nam ta,0.0,TikTok,mạng khịa vậy chx đoàn_kết việt_nam ta
8101,party,1.0,TikTok,party
8102,chửi namki parky công parky,1.0,TikTok,chửi namki parky công parky
8103,tui miền nam chử parky tức,0.0,TikTok,tui miền nam chử parky tức
8104,parky,1.0,TikTok,parky
8105,không parky,1.0,TikTok,không parky
8106,đề_nghị đăng video bình_luận xoá đi đừng video,0.0,TikTok,đề_nghị đăng video bình_luận xoá đi đừng video
8107,cay vậy parky,1.0,TikTok,cay vậy parky
8108,cơm bún bún_bò bún giò mì cơm chúc ngon_miệng,0.0,TikTok,cơm bún bún_bò bún giò mì cơm chúc ngon_miệng
8109,hào được gọi parky,1.0,TikTok,hào được gọi parky
8110,parky parky được cay,1.0,TikTok,parky parky được cay
8111,namki đồng_nai chào anh_em parky,1.0,TikTok,namki đồng_nai chào anh_em parky
8112,việt_nam,0.0,TikTok,việt_nam
8113,tức,0.0,TikTok,tức
8114,parky,1.0,TikTok,parky
8115,,0.0,TikTok,
8116,cập_nhật miu hồ,0.0,TikTok,cập_nhật miu hồ
8117,namkiki,1.0,TikTok,namkiki
8118,bắc trung nam anh_em,2.0,TikTok,bắc trung nam anh_em
8119,gogle dịch lông,0.0,TikTok,gogle dịch lông
8120,maco quai vậy mthu cuoia,0.0,TikTok,maco quai vậy mthu cuoia
8121,parky,1.0,TikTok,parky
8122,phân_biệt chi ta cx dể thw,0.0,TikTok,phân_biệt chi ta cx dể thw
8123,miền nam quý_mến miền bắc,2.0,TikTok,miền nam quý_mến miền bắc
8124,backi backi,1.0,TikTok,backi backi
8125,bọn không dậy vô_học dị kệ đi học không tốn bọt với,0.0,TikTok,bọn không dậy vô_học dị kệ đi học không tốn bọt với
8126,parky tôi gọi tôi nam kỳ,1.0,TikTok,parky tôi gọi tôi nam kỳ
8127,carly đấy,1.0,TikTok,carly đấy
8128,tiếng cali,0.0,TikTok,tiếng cali
8129,xài parky ta gọi khỉ trường_sơn,1.0,TikTok,xài parky ta gọi khỉ trường_sơn
8130,party cay,1.0,TikTok,party cay
8131,tao miền nam nhạc miền bắc,2.0,TikTok,tao miền nam nhạc miền bắc
8132,parky,1.0,TikTok,parky
8133,parky,1.0,TikTok,parky
8134,parky,1.0,TikTok,parky
8135,parky,1.0,TikTok,parky
8136,parky,1.0,TikTok,parky
8137,parky chào đồng_bào miền trung miền nam,1.0,TikTok,parky chào đồng_bào miền trung miền nam
8138,dân nam kì_thị dân bắc dân bắc kì_thị hoá,1.0,TikTok,dân nam kì_thị dân bắc dân bắc kì_thị hoá
8139,parky,1.0,TikTok,parky
8140,chia đi hợp miền mệt,0.0,TikTok,chia đi hợp miền mệt
8141,bọn trẻ nổi_bật chả nôi mấy câu đấy mã đi cày kiếm chả được,0.0,TikTok,bọn trẻ nổi_bật chả nôi mấy câu đấy mã đi cày kiếm chả được
8142,nhựt,0.0,TikTok,nhựt
8143,nha trích miền nam miền bắc,0.0,TikTok,nha trích miền nam miền bắc
8144,parky_văn,1.0,TikTok,parky_văn
8145,công_ty ta ghi hẳn không tuyển hoa nghệ_an,0.0,TikTok,công_ty ta ghi hẳn không tuyển hoa nghệ_an
8146,parky namky không chia_rẽ diện_tích ta ghét chất sống namky không ghét trungky,1.0,TikTok,parky namky không chia_rẽ diện_tích ta ghét chất sống namky không ghét trungky
8147,bọn đi học,0.0,TikTok,bọn đi học
8148,hoàng,0.0,TikTok,hoàng
8149,video hữu_ích,0.0,TikTok,video hữu_ích
8150,máy thằng đảo đi,0.0,TikTok,máy thằng đảo đi
8151,park ghét parky,1.0,TikTok,park ghét parky
8152,namki chào parky nhá,1.0,TikTok,namki chào parky nhá
8153,miền nam tiếc bình_luận tiêu_cực vầy thành lỗi miền bắc_nam bắc,0.0,TikTok,miền nam tiếc bình_luận tiêu_cực vầy thành lỗi miền bắc_nam bắc
8154,parky oi,1.0,TikTok,parky oi
8155,parky,1.0,TikTok,parky
8156,nam bắc đi phân_tích đất chia_cắt đôi chia_cắt đôi,0.0,TikTok,nam bắc đi phân_tích đất chia_cắt đôi chia_cắt đôi
8157,trung cày chào,1.0,TikTok,trung cày chào
8158,_vũ,0.0,TikTok,_vũ
8159,cám_ơn nội_dung,0.0,TikTok,cám_ơn nội_dung
8160,parky biến_thể party,1.0,TikTok,parky biến_thể party
8161,tui đà_lạt parky kiểu phân_biệt miền cx ghét,0.0,TikTok,tui đà_lạt parky kiểu phân_biệt miền cx ghét
8162,pháp cai_trị anam báo mẫu_quốc dan hiềm tị,0.0,TikTok,pháp cai_trị anam báo mẫu_quốc dan hiềm tị
8163,việt_nam tuyệt_vời,0.0,TikTok,việt_nam tuyệt_vời
8164,coment chẳng bọn cali,1.0,TikTok,coment chẳng bọn cali
8165,video phân_biệt miền block kênh,0.0,TikTok,video phân_biệt miền block kênh
8166,đoàn_kết kỷ_luật,0.0,TikTok,đoàn_kết kỷ_luật
8167,_vũ,0.0,TikTok,_vũ
8168,bắc trung nam việt_nam quê_hương,0.0,TikTok,bắc trung nam việt_nam quê_hương
8169,tui hào dân parky nha,0.0,TikTok,tui hào dân parky nha
8170,đứa vô coment parky cay parky khóc,0.0,TikTok,đứa vô coment parky cay parky khóc
8171,ns nc đổ đầu vịt,0.0,TikTok,ns nc đổ đầu vịt
8173,parky muôn,1.0,TikTok,parky muôn
8174,uchiha tôi rồi,0.0,TikTok,uchiha tôi rồi
8175,tôi tưởng parky nhân_vật anime,0.0,TikTok,tôi tưởng parky nhân_vật anime
8176,gọi tui nờ huyền,0.0,TikTok,gọi tui nờ huyền
8177,tụi coment parky không gì lũ kền_kền chết đói chờ mấy video zô mổ,0.0,TikTok,tụi coment parky không gì lũ kền_kền chết đói chờ mấy video zô mổ
8178,helo parky nha,1.0,TikTok,helo parky nha
8179,parky thâm,1.0,TikTok,parky thâm
8180,cay nha,0.0,TikTok,cay nha
8181,thí_dụ khịa thể im_lặng thua seo,0.0,TikTok,thí_dụ khịa thể im_lặng thua seo
8182,cực ghét mấy thằng phân_biệt miền đất dân_tộc gắn_kết,0.0,TikTok,cực ghét mấy thằng phân_biệt miền đất dân_tộc gắn_kết
8183,ky,1.0,TikTok,ky
8184,parky,1.0,TikTok,parky
8186,đoàn_kết,0.0,TikTok,đoàn_kết
8187,bắc trung nam nha đoàn_kết đi sống tích_cực đừng bọn phản_động kích,2.0,TikTok,bắc trung nam nha đoàn_kết đi sống tích_cực đừng bọn phản_động kích
8188,đứa tôi đi hào hoá,0.0,TikTok,đứa tôi đi hào hoá
8189,tui ghét bọn phân_biệt miền,0.0,TikTok,tui ghét bọn phân_biệt miền
8190,hoá hào quê_hương,0.0,TikTok,hoá hào quê_hương
8191,mạng parky lũ nghèo cá gỗ đời,0.0,TikTok,mạng parky lũ nghèo cá gỗ đời
8192,ta thủ_đô,0.0,TikTok,ta thủ_đô
8194,viết thẳng chữ tiktok xoá parky,0.0,TikTok,viết thẳng chữ tiktok xoá parky
8195,tưởng parky lông,0.0,TikTok,tưởng parky lông
8196,chào anh_em tôi người tàu châu máu đỏ da vàng,0.0,TikTok,chào anh_em tôi người tàu châu máu đỏ da vàng
8197,đụng_chạm bảo_vệ bao parky phân_biệt nghệ tĩnh chả đứa bảo_vệ,0.0,TikTok,đụng_chạm bảo_vệ bao parky phân_biệt nghệ tĩnh chả đứa bảo_vệ
8198,xuân nhuật hồ_chủ_tịch giải_phóng miền nam,0.0,TikTok,xuân nhuật hồ_chủ_tịch giải_phóng miền nam
8200,đất việt_nam dân_tộc việt_nam sông_cạn_đá_mòn nhân_dân nam bắt,2.0,TikTok,đất việt_nam dân_tộc việt_nam sông_cạn_đá_mòn nhân_dân nam bắt
8201,helo parky,1.0,TikTok,helo parky
8202,parky,1.0,TikTok,parky
8203,kết_thúc đi,0.0,TikTok,kết_thúc đi
8204,tui miền nam cảm nhục thay_thành,0.0,TikTok,tui miền nam cảm nhục thay_thành
8205,namki chào,1.0,TikTok,namki chào
8206,sản pịa,1.0,TikTok,sản pịa
8207,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,2.0,TikTok,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công
8208,việt_nam cháu hồ không parky namky gì anh_em tayduki rồi lật_đổ đi,0.0,TikTok,việt_nam cháu hồ không parky namky gì anh_em tayduki rồi lật_đổ đi
8209,rồng cháu tiên phân_biệt zs vậy tr,0.0,TikTok,rồng cháu tiên phân_biệt zs vậy tr
8210,chứng cụ xưa xẻ dọc trường_sơn đi cứu miền nam giặc nguỵ dịch covid đi cứu_tế tiếp chứng,0.0,TikTok,chứng cụ xưa xẻ dọc trường_sơn đi cứu miền nam giặc nguỵ dịch covid đi cứu_tế tiếp chứng
8211,nam bắc,2.0,TikTok,nam bắc
8212,bắc_nam quan mày sống yêu_mến tao miền nan miền bắc nha mãi yêu,2.0,TikTok,bắc_nam quan mày sống yêu_mến tao miền nan miền bắc nha mãi yêu
8213,bùn hoá kìa zin,0.0,TikTok,bùn hoá kìa zin
8214,tui hoá,0.0,TikTok,tui hoá
8215,parky công_viên không,0.0,TikTok,parky công_viên không
8216,kiếp phân_biệt miền kiếp miền bắc,0.0,TikTok,kiếp phân_biệt miền kiếp miền bắc
8217,miền nam đừng chửi mấy phân_biệt vùng miền tui mong bố_mẹ mấy hồi xưa đeo bao,0.0,TikTok,miền nam đừng chửi mấy phân_biệt vùng miền tui mong bố_mẹ mấy hồi xưa đeo bao
8218,hoá,0.0,TikTok,hoá
8219,việt_nam thua iraq,0.0,TikTok,việt_nam thua iraq
8220,narmky miền nam nha,1.0,TikTok,narmky miền nam nha
8221,bảot,0.0,TikTok,bảot
8222,không thằng vũ bọn miền nam_vô học,0.0,TikTok,không thằng vũ bọn miền nam_vô học
8223,parky,1.0,TikTok,parky
8224,curl kg đổi,0.0,TikTok,curl kg đổi
8225,tui nhìu người bắc chê người hoá,0.0,TikTok,tui nhìu người bắc chê người hoá
8226,sách ngu_dân pháp di_chứng buồn gia_đình,0.0,TikTok,sách ngu_dân pháp di_chứng buồn gia_đình
8227,tat công_an la tai vu,0.0,TikTok,tat công_an la tai vu
8228,parky,1.0,TikTok,parky
8229,parky,1.0,TikTok,parky
8230,parky tiếng,1.0,TikTok,parky tiếng
8231,tôi kêu tàu,0.0,TikTok,tôi kêu tàu
8232,quan_tâm chống_phá,0.0,TikTok,quan_tâm chống_phá
8233,coment tôi thất_vọng,0.0,TikTok,coment tôi thất_vọng
8234,miền nam chào khắp đất nhá,0.0,TikTok,miền nam chào khắp đất nhá
8235,lý ghét nhiên phân_biệt vùng miền,1.0,TikTok,lý ghét nhiên phân_biệt vùng miền
8236,toi parky nho,1.0,TikTok,toi parky nho
8237,helo,0.0,TikTok,helo
8238,học,0.0,TikTok,học
8239,đầu tui tưởng parky tiếng liên_quan công_viên,0.0,TikTok,đầu tui tưởng parky tiếng liên_quan công_viên
8240,parky party bữa tiệc,1.0,TikTok,parky party bữa tiệc
8241,namkiki chào ace,1.0,TikTok,namkiki chào ace
8242,caliky nailky,1.0,TikTok,caliky nailky
8243,nam kỳ bình,0.0,TikTok,nam kỳ bình
8244,chiến đứa trẻ,0.0,TikTok,chiến đứa trẻ
8245,tất_vũ,0.0,TikTok,tất_vũ
8246,mấy đứa spam parky sai namkiki cali người,0.0,TikTok,mấy đứa spam parky sai namkiki cali người
8247,mấy kid phân_biệt,0.0,TikTok,mấy kid phân_biệt
8248,vương,0.0,TikTok,vương
8249,parky ki ki ki ki ki,1.0,TikTok,parky ki ki ki ki ki
8250,yêu dân hoá,0.0,TikTok,yêu dân hoá
8251,mấy đứa parky đảm_bảo,0.0,TikTok,mấy đứa parky đảm_bảo
8252,miền trung,0.0,TikTok,miền trung
8253,nại ní nuận,0.0,TikTok,nại ní nuận
8254,đời nha mấy cali,1.0,TikTok,đời nha mấy cali
8255,miền nam,0.0,TikTok,miền nam
8256,mạng xã_hội việt_nam rác vậy đấy,0.0,TikTok,mạng xã_hội việt_nam rác vậy đấy
8257,parky,1.0,TikTok,parky
8258,hào parky,0.0,TikTok,hào parky
8259,đột_quỵ hà_nội bạch mai chữa_trị phẫu_thuật định bắt người ta_hoá người ta kì_thị chê,0.0,TikTok,đột_quỵ hà_nội bạch mai chữa_trị phẫu_thuật định bắt người ta_hoá người ta kì_thị chê
8260,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công,1.0,TikTok,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công
8261,tụi phản_động nhồi_nhét đầu giới trẻ,0.0,TikTok,tụi phản_động nhồi_nhét đầu giới trẻ
8262,xde xd xdc xd xdca,0.0,TikTok,xde xd xdc xd xdca
8263,mấy namkiki soạn,1.0,TikTok,mấy namkiki soạn
8264,miền bắc,0.0,TikTok,miền bắc
8265,parky cay,1.0,TikTok,parky cay
8266,phúc,0.0,TikTok,phúc
8267,tôi dân bắc nè tôi bth miền nam cụ_thể hải_phòng nha ảnh_hưởng,0.0,TikTok,tôi dân bắc nè tôi bth miền nam cụ_thể hải_phòng nha ảnh_hưởng
8268,dân ta máu đỏ da vàng_lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,2.0,TikTok,dân ta máu đỏ da vàng_lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình
8269,trc vậy giờ tui lướt trúng vid pịa toàn coment món parky vậy,1.0,TikTok,trc vậy giờ tui lướt trúng vid pịa toàn coment món parky vậy
8270,xì trum lạy mấy cháu phân_biệt vùng miền,0.0,TikTok,xì trum lạy mấy cháu phân_biệt vùng miền
8271,parky hơi lạnh đọc boa ky,1.0,TikTok,parky hơi lạnh đọc boa ky
8272,paky,1.0,TikTok,paky
8273,văn bọn parky,1.0,TikTok,văn bọn parky
8274,thầy tuấn không,0.0,TikTok,thầy tuấn không
8275,việt dân_tộc đoàn_kết anh_em nam bắc thực_trạng phân_biệt vùng miền xét,0.0,TikTok,việt dân_tộc đoàn_kết anh_em nam bắc thực_trạng phân_biệt vùng miền xét
8276,parky tiếng,1.0,TikTok,parky tiếng
8277,bọn phân_biệt vùng miền bọn lớp trở không tất,0.0,TikTok,bọn phân_biệt vùng miền bọn lớp trở không tất
8278,bắc người_người kia đa toán kĩ_lưỡng,0.0,TikTok,bắc người_người kia đa toán kĩ_lưỡng
8279,ước tài_khoản xác_thực cd,0.0,TikTok,ước tài_khoản xác_thực cd
8280,anh_em bắc trung nam ta đừng kẻ_thù chia rẻ tinh_thần đoàn_kết dân_tộc ta,2.0,TikTok,anh_em bắc trung nam ta đừng kẻ_thù chia rẻ tinh_thần đoàn_kết dân_tộc ta
8281,parky this that tui quản_lý lãnh_đạo parky khăn thiệt phát_biểu dân namky tui,1.0,TikTok,parky this that tui quản_lý lãnh_đạo parky khăn thiệt phát_biểu dân namky tui
8282,mấy đứa mẹ cố,0.0,TikTok,mấy đứa mẹ cố
8283,kèo nam bắc thắng dân hải_phòng bắc_giang hà_nội chẳng,0.0,TikTok,kèo nam bắc thắng dân hải_phòng bắc_giang hà_nội chẳng
8284,tôi miền trung_học_vấn trình_độ miền bắc hẳn chán mấy miền nam war,0.0,TikTok,tôi miền trung_học_vấn trình_độ miền bắc hẳn chán mấy miền nam war
